# minimum duration: 100
# smoothing window: 30
# velocity threshold: 50
# dispersion threshold: 1
trl fix_id fdur sdur xpos ypos
367 11.00 118.00 97.00 -8.42 3.62
367 12.00 171.00 12.00 -7.24 -3.16
367 13.00 129.00 160.00 -7.74 -3.70
367 14.00 143.00 nan -7.56 -3.62
368 0.00 143.00 484.00 -0.31 -0.33
368 1.00 247.00 224.00 2.67 -8.63
368 2.00 155.00 173.00 11.88 2.85
368 3.00 140.00 5.00 0.42 11.88
368 4.00 134.00 86.00 0.41 11.88
368 5.00 129.00 nan 0.06 11.63
369 0.00 151.00 488.00 -0.19 -0.20
369 1.00 107.00 57.00 -6.72 -5.30
369 2.00 169.00 188.00 0.61 -8.89
369 3.00 260.00 477.00 7.47 -7.04
369 4.00 191.00 21.00 7.38 -6.78
369 5.00 260.00 6.00 7.96 -6.67
369 6.00 255.00 nan 7.62 -6.37
370 0.00 106.00 52.00 -8.60 -0.35
370 1.00 209.00 160.00 -8.88 0.87
370 2.00 122.00 8.00 0.85 -8.84
370 3.00 271.00 168.00 0.96 -8.96
370 4.00 132.00 3.00 11.06 0.92
370 5.00 172.00 17.00 11.20 1.03
370 6.00 192.00 613.00 11.85 1.33
370 7.00 358.00 nan -8.45 1.03
371 nan nan nan nan nan
372 0.00 137.00 329.00 -0.28 -0.51
372 1.00 133.00 4.00 -6.66 -5.92
372 2.00 155.00 245.00 -6.08 -6.13
372 3.00 149.00 122.00 1.26 -9.49
372 4.00 106.00 62.00 1.43 -9.28
372 5.00 153.00 87.00 7.65 -6.71
372 6.00 147.00 316.00 -4.67 -6.45
372 7.00 191.00 62.00 11.34 1.52
372 8.00 112.00 740.00 8.51 7.41
372 9.00 187.00 9.00 2.07 11.40
372 10.00 125.00 32.00 2.08 11.34
372 11.00 223.00 nan 1.68 11.24
373 0.00 156.00 809.00 -0.10 -0.29
373 1.00 269.00 270.00 -2.06 -8.69
373 2.00 340.00 117.00 5.11 -7.97
373 3.00 237.00 346.00 10.81 -2.56
373 4.00 134.00 218.00 10.13 5.15
373 5.00 190.00 64.00 10.95 5.57
373 6.00 142.00 168.00 4.60 9.54
373 7.00 122.00 273.00 4.62 9.70
373 8.00 183.00 79.00 -2.58 10.71
373 9.00 138.00 413.00 -8.12 3.42
373 10.00 108.00 259.00 -8.03 -3.91
373 11.00 116.00 28.00 -2.44 -8.61
373 12.00 114.00 173.00 -2.38 -8.69
373 13.00 135.00 58.00 5.77 -8.38
373 14.00 145.00 7.00 10.26 -2.70
373 15.00 143.00 69.00 10.22 -2.49
373 16.00 272.00 nan 10.24 -2.37
374 nan nan nan nan nan
375 0.00 203.00 1209.00 -0.02 -1.09
375 1.00 103.00 236.00 2.29 -9.33
375 2.00 295.00 61.00 6.58 -7.83
375 3.00 117.00 31.00 10.70 -3.75
375 4.00 412.00 25.00 10.07 -4.28
375 5.00 167.00 143.00 10.01 -4.40
375 6.00 171.00 25.00 5.97 -7.86
375 7.00 151.00 nan 6.30 -7.78
376 0.00 199.00 121.00 0.05 -0.47
376 1.00 125.00 263.00 -9.10 -1.61
376 2.00 286.00 80.00 2.66 -9.26
376 3.00 118.00 25.00 10.85 3.13
376 4.00 203.00 5.00 10.75 2.24
376 5.00 106.00 179.00 11.41 2.19
376 6.00 150.00 57.00 0.01 10.40
376 7.00 104.00 72.00 -0.14 10.90
376 8.00 142.00 nan 0.00 11.04
377 0.00 163.00 336.00 -0.17 -0.48
377 1.00 120.00 98.00 -7.12 -4.75
377 2.00 359.00 833.00 7.05 -7.54
377 3.00 114.00 268.00 -4.26 9.57
377 4.00 146.00 502.00 -4.28 9.98
377 5.00 134.00 157.00 9.99 6.23
377 6.00 149.00 38.00 6.45 -8.13
377 7.00 216.00 114.00 6.96 -7.76
377 8.00 140.00 89.00 -7.20 -4.85
377 9.00 155.00 394.00 -7.21 -5.17
377 10.00 121.00 118.00 -7.01 -4.54
377 11.00 169.00 18.00 -7.10 -4.82
377 12.00 107.00 nan -6.95 -4.75
378 nan nan nan nan nan
379 0.00 143.00 102.00 -8.24 -2.68
379 1.00 146.00 52.00 -5.40 -6.69
379 2.00 148.00 34.00 0.26 -9.09
379 3.00 150.00 59.00 -0.58 -8.99
379 4.00 166.00 26.00 4.88 -8.27
379 5.00 180.00 108.00 4.35 -8.47
379 6.00 415.00 79.00 8.33 -5.61
379 7.00 112.00 177.00 11.17 0.68
379 8.00 123.00 382.00 11.07 -0.35
379 9.00 400.00 1595.00 10.92 3.91
379 10.00 101.00 277.00 -6.83 7.26
379 11.00 104.00 523.00 -8.89 3.36
379 12.00 113.00 nan -8.84 2.43
380 0.00 127.00 354.00 -9.11 3.22
380 1.00 101.00 64.00 -7.76 -4.40
380 2.00 218.00 72.00 -1.24 -8.97
380 3.00 229.00 149.00 6.87 -7.95
380 4.00 107.00 1531.00 11.20 -2.16
380 5.00 105.00 nan -3.46 10.25
381 0.00 125.00 66.00 -8.66 -4.38
381 1.00 118.00 335.00 -7.94 -3.97
381 2.00 111.00 93.00 -7.89 -3.75
381 3.00 184.00 113.00 -0.99 -9.01
381 4.00 127.00 596.00 -1.33 -8.94
381 5.00 195.00 34.00 5.50 -8.33
381 6.00 187.00 849.00 6.22 -8.19
381 7.00 124.00 979.00 -8.51 2.87
381 8.00 163.00 433.00 3.78 10.25
381 9.00 145.00 230.00 10.96 -2.76
381 10.00 112.00 74.00 11.02 -1.65
381 11.00 231.00 234.00 10.85 -1.62
381 12.00 104.00 nan 10.52 -1.65
382 0.00 110.00 1212.00 -0.07 -1.15
382 1.00 152.00 119.00 2.70 -9.22
382 2.00 274.00 426.00 3.54 -9.03
382 3.00 159.00 nan -8.35 -2.11
383 0.00 112.00 424.00 0.22 1.92
383 1.00 147.00 1475.00 -1.65 10.84
383 2.00 211.00 1747.00 -7.95 -2.23
383 3.00 347.00 nan 4.37 -9.00
384 0.00 187.00 nan 5.48 -8.93
385 0.00 124.00 51.00 -9.30 -1.17
385 1.00 146.00 403.00 -8.61 -0.55
385 2.00 226.00 199.00 2.22 -9.39
385 3.00 120.00 918.00 11.58 0.80
385 4.00 132.00 nan 0.47 10.58
386 0.00 156.00 1255.00 -0.22 -0.40
386 1.00 178.00 24.00 9.40 -5.28
386 2.00 220.00 67.00 8.79 -5.28
386 3.00 297.00 nan -5.80 -7.13
387 nan nan nan nan nan
388 0.00 102.00 48.00 3.50 -9.08
388 1.00 128.00 9.00 9.22 -5.50
388 2.00 104.00 nan 9.38 -5.32
389 0.00 143.00 260.00 -8.45 -4.30
389 1.00 129.00 4.00 -3.76 -8.35
389 2.00 123.00 53.00 -3.80 -8.48
389 3.00 266.00 44.00 1.24 -9.46
389 4.00 163.00 20.00 5.93 -8.00
389 5.00 277.00 56.00 5.91 -8.53
389 6.00 216.00 92.00 9.39 -5.25
389 7.00 176.00 nan 11.13 0.34
390 0.00 113.00 280.00 -8.49 -3.38
390 1.00 230.00 61.00 -1.14 -9.18
390 2.00 262.00 635.00 3.80 -9.17
390 3.00 117.00 10.00 10.99 -1.52
390 4.00 103.00 2822.00 11.07 -1.46
390 5.00 179.00 1264.00 -8.96 2.43
390 6.00 112.00 nan -8.16 1.99
391 0.00 128.00 57.00 10.53 -2.58
391 1.00 137.00 120.00 4.48 -8.27
391 2.00 207.00 2578.00 5.38 -8.35
391 3.00 142.00 nan -2.92 -8.95
392 0.00 242.00 66.00 1.55 -9.32
392 1.00 111.00 138.00 7.25 -6.59
392 2.00 161.00 2102.00 8.06 -6.31
392 3.00 169.00 108.00 -8.67 -0.36
392 4.00 213.00 nan -8.93 0.13
393 0.00 110.00 262.00 -6.21 -6.15
393 1.00 103.00 2.00 7.87 -6.89
393 2.00 123.00 14.00 7.82 -6.85
393 3.00 115.00 nan 7.86 -6.81
394 0.00 140.00 23.00 -8.32 -3.24
394 1.00 126.00 nan -8.64 -3.17
395 0.00 119.00 948.00 -8.13 -1.91
395 1.00 124.00 1802.00 -6.99 6.02
395 2.00 114.00 8.00 11.63 0.24
395 3.00 130.00 57.00 11.56 0.17
395 4.00 156.00 30.00 8.69 -5.31
395 5.00 253.00 38.00 9.34 -5.25
395 6.00 169.00 686.00 9.61 -5.24
395 7.00 109.00 16.00 9.69 -5.17
395 8.00 119.00 nan 9.59 -5.29
396 nan nan nan nan nan
397 0.00 109.00 125.00 4.41 -7.88
397 1.00 434.00 nan 4.37 -8.66
398 0.00 211.00 123.00 -4.41 -7.52
398 1.00 181.00 64.00 3.60 -9.59
398 2.00 157.00 1035.00 10.21 -5.37
398 3.00 128.00 nan -0.27 9.77
399 0.00 128.00 2199.00 -0.04 -1.88
399 1.00 129.00 nan 11.79 -0.43
400 0.00 107.00 306.00 -0.26 -1.28
400 1.00 118.00 43.00 -8.46 -0.98
400 2.00 116.00 3496.00 -8.48 -0.84
400 3.00 169.00 346.00 10.63 -3.13
400 4.00 134.00 36.00 6.78 -7.03
400 5.00 262.00 226.00 7.44 -7.37
400 6.00 134.00 72.00 7.31 -7.33
400 7.00 145.00 156.00 -2.67 -8.42
400 8.00 103.00 nan -2.24 -8.65
401 0.00 141.00 33.00 6.24 -8.04
401 1.00 167.00 245.00 5.92 -8.28
401 2.00 104.00 2491.00 10.86 -1.54
401 3.00 120.00 515.00 -6.99 -4.34
401 4.00 195.00 76.00 6.16 -7.99
401 5.00 126.00 nan 10.84 -2.35
402 0.00 174.00 239.00 -3.47 -7.45
402 1.00 264.00 937.00 9.93 -4.26
402 2.00 128.00 33.00 10.60 -2.80
402 3.00 218.00 nan 9.64 -4.10
403 0.00 178.00 38.00 5.32 -8.30
403 1.00 149.00 272.00 5.94 -8.20
403 2.00 137.00 2549.00 10.13 -1.99
403 3.00 104.00 811.00 10.85 -1.95
403 4.00 123.00 276.00 -7.45 -4.66
403 5.00 147.00 34.00 6.79 -7.99
403 6.00 346.00 408.00 5.50 -7.93
403 7.00 129.00 19.00 10.54 -1.75
403 8.00 115.00 231.00 10.24 -1.80
403 9.00 240.00 nan 10.50 -1.77
404 0.00 182.00 232.00 -9.68 -0.82
404 1.00 188.00 265.00 -8.33 -3.53
404 2.00 165.00 556.00 -4.96 -7.85
404 3.00 201.00 73.00 -5.08 -7.60
404 4.00 153.00 25.00 -5.06 -7.62
404 5.00 125.00 nan -5.02 -7.51
405 0.00 127.00 161.00 -8.75 2.73
405 1.00 166.00 225.00 -8.75 -1.52
405 2.00 279.00 183.00 -6.78 -6.53
405 3.00 125.00 148.00 -1.35 -8.93
405 4.00 495.00 270.00 7.46 -6.30
405 5.00 294.00 1073.00 10.53 -2.28
405 6.00 151.00 nan 10.28 -2.18
406 0.00 139.00 35.00 6.67 -6.31
406 1.00 173.00 78.00 7.66 -6.80
406 2.00 178.00 98.00 -6.24 -6.57
406 3.00 105.00 nan -6.60 -6.17
407 0.00 111.00 89.00 1.75 -8.71
407 1.00 136.00 1252.00 1.55 -9.17
407 2.00 142.00 nan 11.77 1.01
408 0.00 149.00 95.00 0.38 -8.55
408 1.00 158.00 44.00 1.55 -9.41
408 2.00 186.00 1061.00 1.16 -9.25
408 3.00 155.00 534.00 2.34 -8.49
408 4.00 188.00 24.00 -9.00 0.28
408 5.00 129.00 693.00 -8.99 0.19
408 6.00 229.00 nan -9.20 0.02
409 0.00 102.00 637.00 -7.32 -4.41
409 1.00 147.00 33.00 5.87 -8.02
409 2.00 116.00 119.00 5.57 -8.70
409 3.00 164.00 nan 9.43 -2.55
410 0.00 101.00 143.00 -3.40 -8.47
410 1.00 256.00 128.00 4.49 -8.11
410 2.00 185.00 nan 8.94 -4.04
411 0.00 106.00 51.00 2.77 -8.70
411 1.00 113.00 226.00 2.80 -8.65
411 2.00 188.00 200.00 11.28 2.14
411 3.00 231.00 325.00 0.36 11.06
411 4.00 108.00 nan -8.24 -1.30
412 nan nan nan nan nan
413 0.00 194.00 37.00 2.14 -9.46
413 1.00 130.00 89.00 2.85 -9.33
413 2.00 236.00 197.00 7.13 -7.29
413 3.00 205.00 nan 10.47 -2.95
414 0.00 104.00 207.00 -8.43 -1.28
414 1.00 105.00 65.00 -6.71 -5.95
414 2.00 102.00 98.00 -6.62 -5.79
414 3.00 131.00 424.00 -2.42 -8.82
414 4.00 219.00 45.00 3.55 -9.34
414 5.00 191.00 1.00 7.55 -7.14
414 6.00 107.00 181.00 7.59 -6.98
414 7.00 130.00 4046.00 10.82 -2.16
414 8.00 124.00 238.00 -8.74 -1.58
414 9.00 120.00 nan -9.14 -1.72
415 0.00 106.00 31.00 -2.63 9.67
415 1.00 132.00 nan -2.62 9.50
416 0.00 110.00 589.00 -0.15 -1.23
416 1.00 126.00 nan -4.72 -8.06
417 0.00 157.00 nan -0.11 -1.95
418 0.00 166.00 114.00 -3.31 -8.67
418 1.00 128.00 nan 10.10 -4.46
419 nan nan nan nan nan
420 0.00 144.00 355.00 -9.16 -3.12
420 1.00 114.00 9.00 -4.57 -7.70
420 2.00 102.00 267.00 -4.61 -7.82
420 3.00 112.00 85.00 3.43 -9.10
420 4.00 152.00 49.00 8.60 -6.30
420 5.00 126.00 nan 9.01 -5.45
421 nan nan nan nan nan
422 0.00 142.00 80.00 0.31 -1.34
422 1.00 133.00 39.00 -6.41 -6.31
422 2.00 207.00 55.00 -5.60 -6.62
422 3.00 290.00 19.00 0.88 -9.61
422 4.00 124.00 159.00 1.19 -9.62
422 5.00 135.00 57.00 7.93 -7.06
422 6.00 284.00 1198.00 12.14 -0.01
422 7.00 164.00 8.00 9.51 7.00
422 8.00 103.00 nan 9.59 7.13
423 nan nan nan nan nan
424 0.00 302.00 591.00 -8.28 -2.41
424 1.00 104.00 1223.00 -1.60 9.95
424 2.00 606.00 nan 9.80 -4.92
425 0.00 260.00 2937.00 -8.89 1.46
425 1.00 129.00 189.00 11.17 3.71
425 2.00 139.00 160.00 7.94 -5.77
425 3.00 234.00 4.00 8.01 -6.04
425 4.00 226.00 56.00 7.83 -6.01
425 5.00 103.00 308.00 3.62 -8.90
425 6.00 171.00 15.00 4.34 -8.99
425 7.00 103.00 265.00 4.43 -8.82
425 8.00 160.00 42.00 -0.25 -9.39
425 9.00 148.00 67.00 -0.24 -9.28
425 10.00 193.00 389.00 -5.31 -7.58
425 11.00 208.00 146.00 -8.82 -3.84
425 12.00 112.00 nan -8.91 0.75
426 0.00 252.00 nan -3.38 -8.60
427 0.00 219.00 nan 8.88 -5.79
428 0.00 155.00 58.00 0.16 -1.38
428 1.00 126.00 111.00 -8.72 -1.70
428 2.00 247.00 65.00 -8.42 -3.08
428 3.00 119.00 3104.00 -8.60 0.14
428 4.00 132.00 74.00 8.79 -6.04
428 5.00 243.00 2.00 4.24 -8.58
428 6.00 293.00 200.00 4.22 -8.54
428 7.00 110.00 10.00 8.10 -6.03
428 8.00 214.00 nan 8.12 -5.89
429 0.00 156.00 73.00 -4.65 -8.15
429 1.00 169.00 196.00 0.19 -9.82
429 2.00 498.00 121.00 4.68 -8.69
429 3.00 227.00 4033.00 8.94 -5.60
429 4.00 136.00 187.00 -8.48 -4.00
429 5.00 123.00 151.00 -8.36 -3.96
429 6.00 197.00 37.00 -4.97 -7.73
429 7.00 242.00 10.00 -5.66 -7.62
429 8.00 193.00 932.00 -5.53 -7.67
429 9.00 139.00 35.00 5.47 -7.93
429 10.00 109.00 200.00 4.94 -8.66
429 11.00 101.00 129.00 0.04 -9.33
429 12.00 164.00 nan 0.20 -9.17
430 0.00 126.00 137.00 -7.96 -4.21
430 1.00 319.00 15.00 5.37 -7.90
430 2.00 247.00 1417.00 5.62 -8.41
430 3.00 170.00 19.00 6.05 -8.74
430 4.00 239.00 80.00 6.05 -8.33
430 5.00 105.00 nan -6.26 -4.71
431 0.00 309.00 62.00 -7.32 -5.78
431 1.00 128.00 161.00 -2.34 -8.84
431 2.00 257.00 49.00 2.87 -9.43
431 3.00 371.00 959.00 7.34 -7.68
431 4.00 111.00 nan 10.35 5.09
432 0.00 143.00 191.00 10.86 -2.15
432 1.00 195.00 41.00 7.71 -6.61
432 2.00 134.00 31.00 7.98 -6.69
432 3.00 151.00 58.00 8.02 -6.52
432 4.00 259.00 65.00 3.88 -8.68
432 5.00 143.00 122.00 -1.14 -9.06
432 6.00 280.00 860.00 -5.89 -7.25
432 7.00 101.00 52.00 -8.28 -2.20
432 8.00 135.00 nan -8.78 -2.92
433 nan nan nan nan nan
434 0.00 114.00 1406.00 -8.97 -1.96
434 1.00 102.00 206.00 -2.92 -8.94
434 2.00 351.00 69.00 2.05 -9.47
434 3.00 299.00 3945.00 6.97 -7.80
434 4.00 248.00 nan -8.89 -0.77
435 0.00 133.00 69.00 5.16 -7.93
435 1.00 123.00 680.00 5.95 -8.55
435 2.00 131.00 nan -3.31 9.44
436 0.00 122.00 303.00 0.33 -1.34
436 1.00 103.00 332.00 -7.31 -4.82
436 2.00 118.00 99.00 -0.30 -9.34
436 3.00 102.00 167.00 -0.74 -9.00
436 4.00 150.00 69.00 -7.37 -4.93
436 5.00 102.00 42.00 2.93 -7.30
436 6.00 149.00 nan 6.30 -8.12
437 0.00 156.00 511.00 0.18 -1.59
437 1.00 140.00 275.00 -4.03 -8.47
437 2.00 178.00 131.00 4.85 -9.12
437 3.00 116.00 120.00 4.11 -9.18
437 4.00 148.00 nan 4.14 -9.08
438 0.00 287.00 76.00 10.14 -3.53
438 1.00 145.00 807.00 10.33 -3.30
438 2.00 143.00 147.00 10.40 -4.06
438 3.00 106.00 nan 10.12 -3.32
439 nan nan nan nan nan
440 0.00 118.00 416.00 -9.35 -1.56
440 1.00 133.00 432.00 -4.63 -7.94
440 2.00 136.00 1041.00 9.50 -4.98
440 3.00 214.00 nan 9.09 -4.93
441 0.00 131.00 nan -0.86 -8.18
442 0.00 162.00 533.00 -6.37 -7.01
442 1.00 172.00 83.00 5.37 -8.54
442 2.00 111.00 95.00 3.66 -9.61
442 3.00 145.00 48.00 8.04 -7.05
442 4.00 127.00 55.00 7.89 -6.78
442 5.00 184.00 27.00 11.18 -2.51
442 6.00 165.00 nan 11.15 -2.43
443 0.00 136.00 48.00 11.56 -0.47
443 1.00 136.00 94.00 11.17 -1.17
443 2.00 141.00 229.00 8.39 -6.05
443 3.00 206.00 141.00 8.26 -5.77
443 4.00 105.00 530.00 4.33 -8.16
443 5.00 132.00 999.00 -6.74 -6.72
443 6.00 208.00 nan -7.19 6.61
444 0.00 251.00 2.00 -4.15 -8.50
444 1.00 138.00 143.00 -4.10 -8.43
444 2.00 126.00 37.00 4.53 -8.97
444 3.00 146.00 65.00 3.78 -9.08
444 4.00 115.00 638.00 -8.21 -3.66
444 5.00 128.00 1816.00 9.39 -5.48
444 6.00 200.00 nan 10.00 -5.15
445 0.00 155.00 30.00 7.48 -7.81
445 1.00 185.00 nan 6.69 -7.70
446 0.00 136.00 209.00 -8.98 -3.83
446 1.00 164.00 459.00 -5.75 -6.45
446 2.00 125.00 264.00 -0.67 -9.23
446 3.00 134.00 80.00 4.67 -8.51
446 4.00 106.00 210.00 9.44 -4.17
446 5.00 114.00 188.00 8.49 -5.87
446 6.00 125.00 89.00 10.54 -3.71
446 7.00 150.00 4354.00 8.62 -5.95
446 8.00 121.00 420.00 -9.73 1.73
446 9.00 116.00 805.00 -9.14 -2.81
446 10.00 164.00 21.00 -6.40 -6.84
446 11.00 327.00 nan -6.36 -7.00
447 0.00 262.00 620.00 -2.51 -8.89
447 1.00 165.00 106.00 5.97 -8.07
447 2.00 124.00 819.00 11.09 -3.66
447 3.00 115.00 152.00 10.35 -2.70
447 4.00 284.00 nan 5.27 -8.62
448 0.00 112.00 148.00 -8.68 -4.23
448 1.00 123.00 197.00 -5.14 -8.09
448 2.00 119.00 25.00 0.57 -9.42
448 3.00 149.00 64.00 0.39 -9.53
448 4.00 238.00 66.00 -5.03 -8.14
448 5.00 278.00 nan 5.33 -8.49
449 0.00 139.00 30.00 4.14 -9.43
449 1.00 118.00 159.00 3.37 -9.83
449 2.00 117.00 600.00 3.30 -9.55
449 3.00 108.00 nan 10.75 -3.35
450 0.00 138.00 1469.00 -9.27 -1.85
450 1.00 176.00 405.00 -4.66 -8.22
450 2.00 142.00 30.00 6.43 -7.99
450 3.00 297.00 274.00 5.53 -8.58
450 4.00 108.00 68.00 9.05 -5.50
450 5.00 144.00 18.00 1.02 -8.82
450 6.00 321.00 43.00 0.78 -9.39
450 7.00 375.00 490.00 5.53 -8.38
450 8.00 146.00 56.00 9.51 -4.54
450 9.00 241.00 nan 11.46 0.41
451 0.00 228.00 64.00 -2.09 -8.94
451 1.00 152.00 286.00 10.24 -4.28
451 2.00 195.00 1051.00 10.99 -3.16
451 3.00 237.00 nan 10.88 -3.08
452 0.00 151.00 40.00 6.76 -6.70
452 1.00 117.00 129.00 7.52 -7.38
452 2.00 105.00 69.00 -6.72 -6.41
452 3.00 105.00 69.00 -7.12 -5.87
452 4.00 171.00 82.00 6.84 -7.07
452 5.00 166.00 nan 7.26 -7.14
453 0.00 227.00 789.00 10.11 -3.71
453 1.00 379.00 nan 10.07 -3.96
454 0.00 238.00 14.00 7.58 -6.74
454 1.00 174.00 800.00 7.95 -6.41
454 2.00 121.00 95.00 7.74 -5.71
454 3.00 136.00 529.00 -5.76 -6.33
454 4.00 111.00 nan -6.65 -6.53
455 0.00 190.00 2.00 2.33 -8.99
455 1.00 111.00 nan 2.50 -8.99
456 nan nan nan nan nan
457 0.00 130.00 95.00 -0.33 -0.67
457 1.00 101.00 97.00 -0.98 -8.39
457 2.00 128.00 22.00 0.73 -9.00
457 3.00 141.00 nan 0.87 -9.04
458 0.00 112.00 nan -0.01 -0.73
459 0.00 140.00 8.00 10.22 -3.36
459 1.00 124.00 262.00 10.18 -3.24
459 2.00 125.00 nan -2.00 -9.12
460 0.00 103.00 215.00 2.36 -9.43
460 1.00 212.00 557.00 8.30 -6.15
460 2.00 156.00 9.00 2.57 -9.91
460 3.00 119.00 1822.00 2.59 -9.71
460 4.00 152.00 99.00 8.56 -5.86
460 5.00 234.00 637.00 8.33 -5.86
460 6.00 113.00 538.00 2.45 -9.10
460 7.00 156.00 nan 8.57 -5.29
461 nan nan nan nan nan
462 nan nan nan nan nan
463 0.00 102.00 671.00 -0.22 -0.97
463 1.00 126.00 27.00 -1.33 -8.72
463 2.00 162.00 nan -1.35 -8.74
464 nan nan nan nan nan
465 0.00 166.00 24.00 2.73 -8.91
465 1.00 218.00 15.00 2.28 -9.51
465 2.00 255.00 12.00 2.31 -9.50
465 3.00 125.00 1.00 2.31 -9.36
465 4.00 112.00 nan 2.20 -9.29
466 0.00 111.00 640.00 0.64 -0.87
466 1.00 127.00 50.00 5.74 -7.38
466 2.00 224.00 nan 6.70 -7.60
467 0.00 152.00 218.00 0.21 -0.92
467 1.00 180.00 154.00 -7.50 -6.14
467 2.00 162.00 31.00 -0.72 -8.59
467 3.00 182.00 49.00 0.30 -8.81
467 4.00 114.00 99.00 7.37 -7.14
467 5.00 101.00 116.00 7.33 -7.07
467 6.00 104.00 nan 7.22 -6.82
468 0.00 102.00 81.00 -0.91 -8.88
468 1.00 110.00 197.00 -1.53 -8.92
468 2.00 159.00 116.00 5.98 -7.98
468 3.00 123.00 nan 6.55 -7.72
469 0.00 178.00 277.00 -6.42 -6.44
469 1.00 227.00 38.00 0.88 -9.29
469 2.00 196.00 558.00 0.97 -9.18
469 3.00 147.00 nan -5.92 -6.78
470 nan nan nan nan nan
471 nan nan nan nan nan
472 nan nan nan nan nan
473 0.00 118.00 278.00 -8.24 -4.11
473 1.00 102.00 217.00 -1.52 -8.92
473 2.00 102.00 nan 6.10 -7.71
474 nan nan nan nan nan
475 nan nan nan nan nan
476 0.00 102.00 10.00 -3.49 -8.55
476 1.00 141.00 42.00 -3.42 -8.46
476 2.00 243.00 274.00 2.09 -9.30
476 3.00 127.00 84.00 6.92 -7.50
476 4.00 141.00 nan 9.99 -4.51
477 nan nan nan nan nan
478 nan nan nan nan nan
479 0.00 121.00 263.00 -7.63 -5.88
479 1.00 101.00 22.00 7.34 -7.40
479 2.00 127.00 1102.00 7.35 -7.61
479 3.00 106.00 300.00 -6.59 -5.20
479 4.00 181.00 nan -7.07 -5.85
480 0.00 286.00 663.00 -4.90 -7.76
480 1.00 196.00 61.00 3.35 -8.89
480 2.00 144.00 133.00 8.94 -5.65
480 3.00 203.00 2615.00 9.69 -5.00
480 4.00 187.00 nan -9.44 -1.70
